idno,cntry,ppltrst,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun
110,DK,8,8,Complete trust,Complete trust,7,8,5,8
705,DK,5,6,8,9,3,3,4,1
1327,DK,5,7,5,2,5,6,Don't know,Don't know
3760,DK,7,5,9,9,5,5,5,8
4658,DK,8,8,8,8,6,6,3,Don't know
5816,DK,7,5,6,6,4,6,3,7
7251,DK,5,5,6,8,5,4,7,6
7887,DK,8,8,9,8,8,8,6,6
9607,DK,9,9,Complete trust,9,7,7,7,7
11123,DK,7,4,9,8,3,6,5,7
11688,DK,5,Complete trust,7,Complete trust,7,7,4,4
12355,DK,5,5,6,8,4,5,Don't know,4
16357,DK,5,3,3,4,4,4,4,5
17504,DK,4,5,6,8,5,5,8,8
19970,DK,9,7,9,9,8,8,8,8
20724,DK,5,5,6,7,4,4,4,6
22248,DK,9,7,9,9,5,7,5,6
24928,DK,8,6,3,3,5,5,5,5
27000,DK,5,8,9,9,7,6,6,8
27211,DK,7,7,9,8,7,6,6,7
27650,DK,7,5,5,5,5,5,4,5
28202,DK,7,4,6,3,6,3,5,5
29156,DK,8,9,Complete trust,9,6,6,8,9
29471,DK,8,9,9,9,7,7,6,9
31317,DK,6,5,7,8,5,5,4,5
32191,DK,8,5,8,6,3,3,3,5
33174,DK,9,9,9,9,8,8,8,9
33307,DK,7,7,8,8,4,4,3,2
34031,DK,8,7,9,9,6,6,7,9
34446,DK,8,7,9,Complete trust,6,6,8,9
34955,DK,6,5,6,6,5,5,6,6
38221,DK,7,7,9,9,6,6,6,8
38848,DK,9,9,Complete trust,Complete trust,9,8,5,8
38971,DK,6,8,6,4,8,8,Don't know,Don't know
39619,DK,8,8,7,7,5,8,5,8
40317,DK,6,3,6,8,2,3,4,6
40476,DK,7,5,9,9,5,3,7,8
42274,DK,8,8,8,9,7,7,7,7
44490,DK,9,8,9,Complete trust,6,6,8,5
46190,DK,6,3,Complete trust,7,3,3,2,5
46404,DK,8,8,9,9,7,7,6,8
46606,DK,8,8,9,9,5,6,4,8
47316,DK,7,Complete trust,Complete trust,Complete trust,6,6,7,Complete trust
48773,DK,9,9,8,8,7,7,6,6
49450,DK,8,6,9,9,5,5,7,5
50526,DK,7,2,5,8,4,4,4,4
52559,DK,6,5,3,4,5,4,7,8
53574,DK,9,8,Complete trust,Complete trust,5,8,8,Complete trust
55481,DK,8,7,4,8,6,6,7,7
56690,DK,2,5,7,Complete trust,6,5,5,8
58403,DK,8,5,9,9,6,5,3,7
59410,DK,8,9,9,7,8,7,8,8
59841,DK,8,5,7,9,4,4,4,6
61995,DK,6,6,7,7,5,5,5,5
62055,DK,2,4,Complete trust,Complete trust,5,5,5,7
62232,DK,5,7,Complete trust,Complete trust,3,3,No trust at all,2
62601,DK,8,6,8,8,7,6,5,7
63738,DK,5,6,7,9,2,2,2,8
64617,DK,8,7,8,8,7,7,Don't know,Don't know
66405,DK,7,6,8,8,4,4,5,7
66500,DK,Most people can be trusted,5,Complete trust,Complete trust,5,2,Don't know,Don't know
66561,DK,8,8,9,9,8,8,8,8
68174,DK,7,4,Complete trust,Complete trust,6,Complete trust,No trust at all,6
68781,DK,9,6,9,8,3,4,6,8
69758,DK,3,2,4,No trust at all,5,5,3,7
75245,DK,7,4,2,3,3,3,3,6
75287,DK,8,5,9,9,6,6,Don't know,Don't know
75328,DK,8,9,Complete trust,9,6,7,7,8
75393,DK,9,8,7,Complete trust,7,5,7,8
75408,DK,7,8,9,9,6,5,7,9
75478,DK,7,7,5,8,5,6,7,7
75552,DK,6,6,Complete trust,7,5,5,5,7
75748,DK,7,6,7,7,6,6,6,7
75839,DK,3,5,8,8,5,5,3,1
75850,DK,9,8,9,9,8,8,8,9
75969,DK,6,3,5,3,5,5,Don't know,Don't know
75971,DK,7,8,9,9,7,7,6,6
76109,DK,5,8,Complete trust,Complete trust,6,6,2,6
76113,DK,6,4,6,9,2,2,3,5
76127,DK,7,6,6,7,5,5,7,7
76225,DK,7,8,9,8,7,6,8,9
76259,DK,5,7,7,8,6,7,7,7
76452,DK,7,5,7,9,4,4,6,9
76553,DK,6,5,7,7,3,3,4,6
76667,DK,8,Complete trust,8,Complete trust,6,7,8,8
76690,DK,9,6,9,8,6,Don't know,5,5
76768,DK,6,7,8,9,6,6,5,5
76803,DK,8,7,8,9,4,5,7,8
76848,DK,5,4,5,5,2,1,2,6
76854,DK,8,8,7,8,4,4,Refusal,5
76863,DK,4,8,Complete trust,Complete trust,6,4,9,9
76958,DK,6,6,6,8,4,4,1,6
76965,DK,8,5,8,8,4,4,4,4
77062,DK,9,Complete trust,Complete trust,Complete trust,9,9,5,Complete trust
77093,DK,8,Complete trust,Complete trust,Complete trust,7,7,7,9
77138,DK,8,6,8,7,4,4,4,3
77153,DK,8,6,8,Complete trust,8,Don't know,7,7
77167,DK,9,8,Complete trust,Complete trust,7,7,7,6
77198,DK,8,5,Complete trust,9,4,Don't know,No answer,7
77275,DK,8,7,8,8,6,6,6,6
77284,DK,7,4,7,5,5,4,3,3
77301,DK,9,8,9,9,6,6,6,8
77371,DK,8,Complete trust,Complete trust,Complete trust,8,8,8,Complete trust
77400,DK,9,5,8,9,5,5,5,8
77420,DK,8,6,7,8,7,6,Don't know,Don't know
77445,DK,4,4,5,5,3,4,3,5
77627,DK,7,6,8,Complete trust,6,7,5,8
77693,DK,8,8,9,9,6,7,5,8
77736,DK,8,5,6,8,5,5,6,7
77785,DK,7,No trust at all,5,8,No trust at all,No trust at all,5,8
77833,DK,8,3,3,8,5,5,5,5
77940,DK,7,5,7,8,7,9,6,7
78061,DK,9,No trust at all,No trust at all,No trust at all,No trust at all,No trust at all,No trust at all,5
78179,DK,8,8,4,4,7,7,6,No trust at all
78485,DK,8,9,Complete trust,9,6,6,6,9
78563,DK,8,7,9,9,5,4,5,9
78605,DK,7,4,7,7,3,3,5,Don't know
78613,DK,4,2,6,7,2,2,3,3
78714,DK,6,5,6,6,4,4,5,5
78728,DK,7,8,1,8,5,7,7,7
78838,DK,7,7,9,9,6,6,7,7
78996,DK,7,8,Complete trust,9,7,Don't know,5,5
79006,DK,8,5,7,9,4,4,5,6
79054,DK,9,6,8,8,4,4,4,4
79126,DK,7,Complete trust,Complete trust,8,6,8,9,9
79130,DK,8,6,8,8,6,6,6,8
79296,DK,6,9,9,9,7,8,5,9
79300,DK,6,Complete trust,Complete trust,Complete trust,5,6,Complete trust,Complete trust
79301,DK,8,6,9,9,6,2,7,7
79357,DK,7,7,9,6,3,4,7,9
79376,DK,6,5,7,9,6,6,5,9
79460,DK,9,7,8,7,8,8,8,8
79520,DK,5,2,7,7,2,2,2,2
79533,DK,7,7,8,9,6,6,6,7
79550,DK,3,3,6,8,3,3,3,3
79596,DK,3,3,5,6,2,2,1,4
79851,DK,3,7,7,8,4,4,5,5
79882,DK,7,8,Don't know,Complete trust,7,7,8,Complete trust
79975,DK,8,8,8,6,7,6,7,6
80016,DK,7,2,2,Complete trust,1,2,No trust at all,7
80032,DK,7,7,7,9,6,7,6,8
80037,DK,1,2,2,4,No trust at all,No trust at all,No trust at all,No trust at all
80081,DK,4,9,9,9,7,8,5,9
80103,DK,9,5,9,Complete trust,6,4,8,7
80114,DK,8,3,8,7,2,3,6,Complete trust
80132,DK,8,5,Complete trust,Complete trust,2,5,No trust at all,Complete trust
80149,DK,8,5,7,7,3,3,Refusal,5
80193,DK,7,8,8,8,5,7,5,5
80200,DK,9,8,9,8,7,7,8,8
80205,DK,You can't be too careful,7,8,6,6,5,Don't know,6
80321,DK,2,2,No trust at all,8,No trust at all,No trust at all,No trust at all,7
80328,DK,8,8,Complete trust,8,8,8,6,6
80377,DK,9,5,8,8,2,2,2,6
80397,DK,7,5,8,8,3,3,No trust at all,7
80444,DK,9,5,9,8,3,5,2,5
80448,DK,8,7,8,9,6,6,5,8
80527,DK,7,5,6,3,4,4,6,6
80559,DK,2,8,8,9,6,7,5,7
80595,DK,5,3,2,5,2,6,3,4
80601,DK,6,5,5,8,5,5,6,5
80612,DK,7,8,9,9,4,4,5,4
80674,DK,7,3,7,8,2,2,4,8
80806,DK,8,8,6,9,6,4,6,8
80911,DK,8,4,7,8,3,3,3,5
81022,DK,4,4,6,6,1,1,1,1
81090,DK,9,5,Complete trust,7,3,3,3,8
81161,DK,3,6,9,Complete trust,5,4,6,9
81198,DK,5,6,8,6,4,4,4,5
81304,DK,7,2,6,8,1,1,No trust at all,4
81488,DK,8,7,8,8,7,7,5,6
81599,DK,9,8,Complete trust,Complete trust,8,8,7,7
81609,DK,9,7,8,9,5,5,3,4
81636,DK,3,9,9,9,6,7,7,5
81734,DK,7,8,9,9,7,7,4,9
81867,DK,6,5,6,8,8,4,Don't know,Don't know
81874,DK,5,Complete trust,Complete trust,Complete trust,8,9,8,9
82020,DK,8,9,9,9,8,6,6,8
82073,DK,7,3,6,8,5,5,5,5
82127,DK,6,4,7,Complete trust,3,5,7,9
82130,DK,8,3,3,6,5,3,1,4
82155,DK,8,8,Complete trust,Complete trust,7,9,9,Complete trust
82157,DK,9,6,9,8,5,5,4,5
82227,DK,8,8,8,8,Refusal,8,7,7
82254,DK,7,9,9,9,8,7,7,8
82263,DK,3,4,No trust at all,3,2,No trust at all,1,No trust at all
82352,DK,Most people can be trusted,7,7,7,7,7,Don't know,8
82359,DK,7,8,9,9,7,7,9,8
82483,DK,8,9,Complete trust,9,8,9,8,8
82683,DK,9,9,9,8,7,7,7,4
82701,DK,You can't be too careful,8,9,9,4,5,7,4
82710,DK,Most people can be trusted,8,Complete trust,Complete trust,6,6,6,6
82733,DK,8,1,5,6,2,2,4,4
82755,DK,9,8,Don't know,Complete trust,8,8,9,4
82813,DK,6,7,7,9,5,5,No trust at all,7
82832,DK,8,Complete trust,8,8,5,5,5,5
82855,DK,3,4,7,8,2,4,6,6
82889,DK,6,7,8,9,6,4,7,8
82898,DK,5,5,7,8,5,5,4,Complete trust
82901,DK,5,7,7,9,4,7,Don't know,Don't know
82975,DK,7,5,8,6,3,1,5,5
82985,DK,5,6,8,8,4,5,5,7
83000,DK,7,4,7,8,4,4,3,7
83052,DK,8,8,9,8,7,6,6,5
83084,DK,2,3,4,6,3,2,Don't know,Don't know
83098,DK,5,No trust at all,5,8,1,1,Don't know,Don't know
83115,DK,5,8,8,9,8,8,9,9
83254,DK,8,5,8,Complete trust,3,2,2,7
83279,DK,5,5,9,9,2,4,Don't know,9
83346,DK,8,8,8,9,8,8,8,8
83385,DK,7,8,Complete trust,9,6,3,3,7
83422,DK,6,5,2,Complete trust,2,4,3,3
83444,DK,4,3,8,9,3,2,2,8
83476,DK,7,7,8,6,6,6,7,7
83616,DK,8,8,Complete trust,Complete trust,8,9,8,Don't know
83738,DK,8,5,5,8,6,6,5,7
83816,DK,9,7,Complete trust,Complete trust,7,7,Don't know,8
83829,DK,8,6,8,Complete trust,7,7,7,8
83863,DK,8,7,8,8,8,7,8,8
84015,DK,8,6,9,7,6,5,4,7
84044,DK,8,9,9,9,8,8,8,8
84103,DK,You can't be too careful,3,7,5,3,3,2,7
84157,DK,7,5,Don't know,6,2,2,Don't know,Don't know
84167,DK,7,2,2,No trust at all,2,No trust at all,3,7
84222,DK,7,8,9,9,7,8,7,8
84234,DK,Most people can be trusted,8,Complete trust,7,7,7,6,8
84238,DK,8,5,8,7,3,3,3,7
84257,DK,5,8,Complete trust,Complete trust,6,5,5,7
84314,DK,6,4,6,9,3,2,4,7
84317,DK,8,7,8,6,5,6,1,1
84320,DK,8,7,8,8,7,7,7,7
84435,DK,4,3,5,8,2,1,1,3
84437,DK,7,5,8,8,5,5,5,7
84475,DK,5,9,Complete trust,Complete trust,6,6,6,7
84500,DK,8,9,Complete trust,Complete trust,9,6,5,5
84533,DK,5,No trust at all,Don't know,Complete trust,No trust at all,No trust at all,2,Don't know
84771,DK,6,7,9,9,4,4,6,7
84926,DK,8,7,Complete trust,Complete trust,7,7,Don't know,Complete trust
84956,DK,7,7,Complete trust,9,5,7,7,7
84960,DK,4,8,Complete trust,3,8,2,Complete trust,Complete trust
84988,DK,Most people can be trusted,7,9,8,5,5,5,9
85013,DK,8,3,Complete trust,Complete trust,2,5,6,8
85036,DK,8,7,7,9,7,7,5,8
85258,DK,8,7,8,8,7,7,7,8
85318,DK,8,9,Complete trust,Complete trust,8,9,8,Complete trust
85388,DK,9,9,Complete trust,Complete trust,8,8,6,Complete trust
85395,DK,7,7,8,3,5,5,5,4
85437,DK,8,4,4,6,8,8,3,3
85521,DK,7,5,7,9,3,3,5,7
85576,DK,8,8,9,Complete trust,6,8,7,Complete trust
85617,DK,8,8,8,9,8,8,7,8
85622,DK,8,8,8,8,6,6,6,7
85628,DK,7,4,7,6,3,3,6,9
85684,DK,4,3,1,No trust at all,1,1,2,5
85700,DK,Most people can be trusted,9,Complete trust,Complete trust,6,8,3,3
85801,DK,8,3,6,Complete trust,1,3,6,8
85872,DK,7,7,7,7,6,7,6,6
85950,DK,7,7,9,9,4,4,3,5
86011,DK,9,5,9,9,1,No trust at all,8,9
86117,DK,7,7,8,5,6,6,2,4
86165,DK,7,4,9,9,5,5,5,8
86209,DK,9,8,Complete trust,Complete trust,6,6,9,Complete trust
86231,DK,7,9,9,9,7,7,7,9
86249,DK,5,7,9,9,6,6,4,6
86286,DK,7,No trust at all,1,8,No trust at all,No trust at all,No trust at all,Don't know
86317,DK,6,3,5,6,2,2,2,3
86472,DK,4,2,7,9,1,1,No trust at all,No trust at all
86488,DK,4,7,9,9,4,4,7,9
86592,DK,5,8,8,8,7,7,7,7
86656,DK,9,7,8,6,2,2,2,3
86669,DK,8,7,4,7,6,6,4,5
86673,DK,9,8,8,9,8,7,7,8
86765,DK,3,2,8,Complete trust,1,4,2,8
86776,DK,8,6,8,8,6,6,4,9
86826,DK,7,8,9,9,7,7,7,7
86882,DK,6,4,6,8,4,4,5,5
86976,DK,7,7,9,Complete trust,5,5,5,8
87044,DK,9,6,8,Complete trust,3,5,5,7
87087,DK,8,8,9,7,5,8,No trust at all,5
87167,DK,8,8,8,9,5,5,2,7
87225,DK,3,Don't know,7,9,Don't know,Don't know,9,9
87277,DK,3,4,6,4,5,5,4,Don't know
87331,DK,8,2,8,9,1,1,1,4
87342,DK,8,4,9,9,6,6,6,8
87420,DK,3,7,Complete trust,Complete trust,7,8,5,7
87472,DK,9,8,9,9,8,8,5,Don't know
87477,DK,5,3,5,5,4,5,Don't know,7
87503,DK,7,7,8,8,Don't know,7,Don't know,7
87527,DK,5,7,7,7,6,6,5,Don't know
87602,DK,9,7,9,9,3,4,Don't know,7
87627,DK,5,9,9,9,8,8,7,9
87794,DK,8,8,9,8,6,6,5,4
87869,DK,6,7,8,8,5,6,6,8
87918,DK,5,5,7,7,5,5,6,6
87939,DK,Most people can be trusted,8,Complete trust,Complete trust,7,6,6,5
87960,DK,6,6,9,Complete trust,6,6,9,9
88037,DK,7,8,8,8,7,6,7,8
88116,DK,7,6,4,2,1,2,2,5
88161,DK,5,6,8,8,5,5,5,5
88167,DK,7,Complete trust,7,Complete trust,5,Complete trust,6,7
88174,DK,6,7,7,7,6,5,2,Don't know
88210,DK,8,5,Complete trust,Complete trust,5,5,5,Complete trust
88285,DK,9,3,4,5,4,4,2,Don't know
88286,DK,7,5,5,6,4,5,4,6
88292,DK,7,7,8,9,7,6,7,7
88320,DK,8,7,8,8,6,7,4,5
88357,DK,Most people can be trusted,3,8,7,Complete trust,3,4,Don't know
88391,DK,7,7,9,8,6,6,6,5
88399,DK,9,7,Complete trust,Complete trust,5,5,3,5
88410,DK,4,No trust at all,Complete trust,6,No trust at all,Don't know,1,Don't know
88561,DK,8,8,9,9,5,5,5,3
88664,DK,5,7,7,8,5,Complete trust,Don't know,7
88671,DK,7,9,8,8,8,6,5,7
88677,DK,8,7,9,8,7,7,7,8
88812,DK,9,9,9,Complete trust,7,7,8,9
88946,DK,8,7,8,8,4,4,5,5
88961,DK,9,6,9,9,6,6,3,5
88978,DK,8,7,8,9,9,9,9,9
89067,DK,8,9,9,9,8,8,7,8
89079,DK,9,7,9,8,7,7,7,8
89084,DK,9,9,9,9,8,8,8,8
89227,DK,8,2,3,2,No trust at all,5,2,Don't know
89350,DK,3,2,4,7,3,3,2,3
89359,DK,8,9,Complete trust,Complete trust,7,Don't know,2,5
89536,DK,8,7,8,9,5,6,6,7
89552,DK,Most people can be trusted,6,9,9,6,6,Don't know,Don't know
89563,DK,5,5,7,8,4,4,4,7
89675,DK,6,Complete trust,Complete trust,Complete trust,8,8,Don't know,Don't know
89693,DK,8,7,8,8,7,7,6,6
89767,DK,7,5,8,8,4,7,5,5
89838,DK,Most people can be trusted,5,7,7,5,5,2,5
89919,DK,8,7,7,7,7,5,Don't know,Don't know
89953,DK,7,7,6,4,3,5,5,8
89965,DK,8,8,7,7,5,5,5,6
90116,DK,7,7,5,4,3,3,7,6
90136,DK,8,6,6,8,5,6,5,5
90255,DK,8,Complete trust,Complete trust,Complete trust,6,6,7,7
90262,DK,8,9,Complete trust,9,7,8,6,Complete trust
90287,DK,6,6,6,8,4,4,4,4
90402,DK,8,6,Don't know,Complete trust,6,6,7,7
90439,DK,9,6,5,9,4,3,4,Don't know
90536,DK,7,5,7,9,5,5,8,9
90578,DK,8,6,9,9,6,6,6,8
90645,DK,8,8,7,5,5,4,Complete trust,Complete trust
90908,DK,7,7,9,8,5,4,4,7
90918,DK,8,2,5,5,No trust at all,1,No trust at all,Refusal
90920,DK,6,7,9,9,6,6,5,5
90945,DK,8,4,4,7,3,3,4,5
91010,DK,7,4,7,9,5,4,4,7
91137,DK,9,7,7,7,8,4,6,7
91187,DK,6,7,7,7,6,6,3,7
91229,DK,6,4,7,7,3,3,3,4
91399,DK,8,5,9,8,3,5,2,7
91566,DK,7,6,8,9,5,6,8,8
91652,DK,9,9,Complete trust,Complete trust,6,6,7,8
91684,DK,8,7,7,8,6,6,5,6
91727,DK,9,6,Complete trust,9,7,9,7,7
91790,DK,5,4,4,6,3,3,4,4
91877,DK,7,8,8,7,7,6,6,7
91949,DK,4,5,4,8,2,5,2,3
91969,DK,Most people can be trusted,9,Complete trust,Complete trust,7,8,6,8
91992,DK,4,8,4,9,4,5,6,8
92063,DK,1,No trust at all,1,4,No trust at all,2,1,2
92064,DK,6,6,9,9,3,2,3,4
92102,DK,7,6,9,9,6,6,Don't know,Don't know
92272,DK,6,6,7,7,5,5,6,7
92275,DK,9,8,Complete trust,Complete trust,7,7,5,9
92301,DK,8,7,5,9,4,4,7,8
92314,DK,8,9,Complete trust,Complete trust,7,3,6,9
92337,DK,8,8,8,8,5,5,6,8
92394,DK,9,9,Complete trust,9,7,7,8,9
92487,DK,8,8,Complete trust,6,6,8,8,9
92553,DK,7,8,8,9,7,7,7,8
92559,DK,6,4,6,6,5,5,5,5
92635,DK,8,7,8,8,6,7,7,7
92691,DK,4,7,8,Complete trust,5,7,8,8
92734,DK,7,5,6,6,3,4,5,6
92768,DK,9,9,Complete trust,Complete trust,7,8,9,Complete trust
92798,DK,7,7,8,8,7,6,8,8
92807,DK,6,3,3,3,2,2,2,3
92824,DK,8,1,Complete trust,Complete trust,No trust at all,1,4,8
93017,DK,Most people can be trusted,Complete trust,5,Complete trust,7,5,3,Complete trust
93056,DK,7,7,8,9,5,6,5,8
93065,DK,8,6,8,8,4,4,8,7
93117,DK,9,8,Complete trust,9,6,5,4,8
93178,DK,8,9,Complete trust,8,6,6,6,9
93221,DK,8,7,9,8,8,7,7,8
93276,DK,5,7,8,8,5,5,5,5
93384,DK,Most people can be trusted,2,8,8,4,4,5,5
93417,DK,5,8,6,7,3,5,8,Complete trust
93488,DK,7,6,Complete trust,Complete trust,4,4,4,5
93516,DK,9,5,8,5,5,5,5,Don't know
93567,DK,7,6,4,5,5,5,6,6
93571,DK,5,1,3,4,3,5,2,Don't know
93640,DK,8,9,9,Complete trust,7,7,7,7
93707,DK,9,Complete trust,Complete trust,Complete trust,8,8,2,Complete trust
93748,DK,7,2,9,Complete trust,2,3,3,6
93766,DK,9,8,9,9,6,6,6,7
93939,DK,6,8,6,9,9,8,5,7
94016,DK,8,8,Complete trust,9,8,8,8,8
94043,DK,4,5,8,5,4,4,4,4
94092,DK,7,3,Don't know,7,2,2,2,2
94120,DK,8,6,9,8,7,7,7,8
94168,DK,7,6,5,5,5,6,6,7
94216,DK,8,8,8,8,6,6,6,6
94224,DK,9,8,7,9,6,8,6,7
94230,DK,8,6,8,9,6,7,6,7
94233,DK,8,4,8,8,3,3,2,4
94295,DK,8,8,9,8,7,6,8,8
94327,DK,7,8,9,9,7,7,7,9
94369,DK,Most people can be trusted,7,Complete trust,8,7,Complete trust,8,9
94382,DK,8,6,9,9,4,5,3,7
94383,DK,9,2,8,7,3,4,3,5
94428,DK,8,7,8,8,7,6,6,8
94437,DK,9,3,6,9,2,2,2,5
94498,DK,8,6,5,5,5,6,6,9
94557,DK,5,No trust at all,6,No trust at all,5,Complete trust,Complete trust,5
94558,DK,8,8,5,8,5,6,8,2
94595,DK,7,9,9,9,7,7,7,5
94617,DK,7,6,8,8,6,4,5,Don't know
94655,DK,5,5,5,7,3,3,3,5
94703,DK,8,8,Complete trust,Complete trust,7,7,5,7
94714,DK,9,8,9,5,7,6,Don't know,8
94769,DK,8,7,8,8,8,8,6,9
94808,DK,8,7,8,8,5,5,5,8
94869,DK,5,5,8,9,5,5,1,5
94930,DK,9,9,9,Complete trust,Don't know,7,5,8
95093,DK,9,5,8,8,5,5,7,8
95134,DK,7,6,8,7,6,5,5,6
95182,DK,8,8,Complete trust,Complete trust,7,7,4,6
95209,DK,9,7,8,8,6,6,3,2
95230,DK,8,8,5,9,5,5,8,Don't know
95233,DK,7,7,8,8,7,6,6,7
95310,DK,8,7,9,9,5,6,5,7
95337,DK,2,4,6,4,5,Don't know,5,5
95359,DK,6,5,6,8,4,4,6,6
95520,DK,7,8,9,9,4,3,5,5
95587,DK,7,6,9,9,5,5,5,7
95591,DK,5,2,No trust at all,No trust at all,2,8,No trust at all,8
95598,DK,8,8,8,8,8,7,6,Don't know
95609,DK,9,8,9,8,8,8,8,8
95635,DK,5,4,8,5,2,2,9,9
95696,DK,3,2,No trust at all,No trust at all,No trust at all,2,5,No trust at all
95758,DK,Most people can be trusted,8,Complete trust,8,8,6,6,8
95814,DK,4,7,9,9,6,6,6,8
95863,DK,8,7,5,8,5,5,4,5
95885,DK,8,5,7,Complete trust,4,5,5,2
95953,DK,2,Complete trust,7,6,Complete trust,Complete trust,Complete trust,Complete trust
96258,DK,7,6,8,8,2,5,5,5
96374,DK,6,8,8,Complete trust,7,6,9,8
96392,DK,Most people can be trusted,7,9,Complete trust,5,5,6,8
96395,DK,8,8,9,9,7,7,7,7
96409,DK,7,4,5,7,4,4,3,5
96513,DK,8,5,7,6,4,5,4,7
96541,DK,9,5,9,Complete trust,5,4,5,5
96571,DK,5,4,5,5,5,8,3,5
96701,DK,8,6,6,7,6,6,6,6
96730,DK,8,6,8,9,6,6,8,5
96743,DK,Don't know,3,7,4,2,1,4,7
96816,DK,8,8,9,Complete trust,7,8,6,7
96937,DK,8,Complete trust,Complete trust,Complete trust,7,7,6,8
96941,DK,5,3,6,8,3,3,2,2
96961,DK,8,7,Complete trust,Complete trust,5,5,6,5
96993,DK,7,5,8,8,4,4,5,5
96998,DK,5,8,9,9,5,6,5,6
97167,DK,7,4,5,5,3,6,Refusal,Refusal
97225,DK,7,5,8,8,4,4,4,4
97267,DK,5,5,5,8,5,5,3,2
97293,DK,8,9,Complete trust,9,6,8,4,4
97305,DK,8,5,8,8,5,8,8,8
97316,DK,7,8,8,8,8,7,8,8
97320,DK,8,9,9,9,6,6,6,6
97389,DK,8,4,7,8,2,2,2,4
97393,DK,8,6,7,8,5,4,5,5
97398,DK,6,No trust at all,8,6,1,1,1,1
97618,DK,5,3,6,7,1,1,5,8
97663,DK,4,7,9,6,7,8,6,8
97713,DK,7,6,7,6,6,6,6,5
97736,DK,8,5,7,Complete trust,7,7,5,5
97744,DK,7,8,9,8,7,7,7,7
97803,DK,Most people can be trusted,8,Complete trust,Complete trust,8,8,Don't know,9
97834,DK,7,5,7,8,6,6,5,6
97851,DK,8,7,9,9,5,5,5,5
98030,DK,9,8,9,7,5,5,2,5
98187,DK,7,6,8,9,5,5,6,6
98275,DK,8,9,9,9,7,7,7,8
98301,DK,9,5,8,8,4,5,Don't know,6
98385,DK,8,7,7,9,7,8,7,7
98439,DK,7,8,8,8,8,8,7,8
98445,DK,7,8,Complete trust,8,7,4,9,5
98452,DK,8,6,9,9,4,4,2,4
98530,DK,Most people can be trusted,9,7,6,8,6,3,1
98562,DK,4,4,7,7,5,5,4,6
98642,DK,7,7,6,9,5,6,9,9
98904,DK,7,5,7,Complete trust,5,5,5,5
98943,DK,9,1,7,7,1,No trust at all,No trust at all,8
98975,DK,3,6,8,8,4,4,No trust at all,8
98988,DK,7,5,8,7,4,4,Don't know,4
99001,DK,6,5,6,5,5,6,5,6
99023,DK,7,7,7,9,4,4,5,5
99036,DK,7,5,9,9,4,4,3,4
99037,DK,3,5,3,8,5,3,3,8
99107,DK,7,6,9,9,7,7,5,7
99141,DK,8,8,8,7,7,8,7,7
99164,DK,8,5,6,4,5,6,4,8
99181,DK,8,9,Complete trust,Complete trust,9,9,5,Complete trust
99184,DK,9,4,5,7,5,4,4,4
99198,DK,7,2,8,9,5,3,No trust at all,1
99250,DK,6,Complete trust,Complete trust,9,7,7,5,9
99265,DK,5,5,5,8,5,5,6,5
99306,DK,4,5,Complete trust,7,5,4,7,8
99309,DK,8,8,8,9,7,8,8,8
99313,DK,8,6,6,6,6,6,6,6
99368,DK,9,8,9,Complete trust,8,8,7,8
99391,DK,5,5,6,6,5,5,5,7
99431,DK,8,3,5,8,4,4,3,3
99485,DK,8,7,Complete trust,Complete trust,5,4,6,Refusal
99486,DK,6,7,8,8,5,5,5,5
99681,DK,8,8,9,9,6,8,7,8
99685,DK,8,7,7,6,6,6,6,5
99887,DK,8,6,9,9,5,5,5,3
99957,DK,9,5,8,8,3,2,6,7
99970,DK,9,6,9,9,1,8,3,8
100065,DK,8,8,9,9,7,7,8,8
100133,DK,9,4,9,Complete trust,5,7,7,Complete trust
100241,DK,7,8,8,8,8,7,7,6
100306,DK,8,3,5,5,1,1,3,3
100320,DK,7,6,6,5,5,5,5,7
100325,DK,4,2,5,5,2,2,Don't know,6
100391,DK,9,9,9,9,8,8,8,6
100392,DK,7,6,8,8,6,6,6,8
100428,DK,8,6,6,8,4,4,3,9
100626,DK,8,7,9,9,5,5,6,7
100656,DK,7,7,7,8,3,3,2,3
100785,DK,5,3,5,6,2,1,1,8
100938,DK,8,8,9,9,8,7,8,6
100939,DK,9,8,7,8,3,7,1,3
101085,DK,8,8,9,9,7,7,5,Complete trust
101212,DK,5,5,9,Complete trust,5,3,9,No trust at all
101241,DK,5,5,5,7,5,5,5,5
101251,DK,7,5,Complete trust,Complete trust,2,2,1,8
